,index,Latitude_Degrees,Longitude_Degrees,Percent_Bleached_Sum,day,month,year,lat_Rnd,lon_Rnd
0,0,24.36692592,124.0033722,75.0,8,9,2016,24.5,124.5
1,1,24.45480663,124.1098022,75.0,2,9,2016,24.5,124.5
2,2,24.46340071,123.8021851,32.85,5,8,2008,24.5,123.5
3,3,24.48261807,124.1254234,75.0,2,9,2016,24.5,124.5
4,4,24.48371165,124.1231918,75.0,1,10,2016,24.5,124.5
5,5,24.48455417,124.1240642,4.0,28,4,2009,24.5,124.5
6,6,24.52822802,124.2524529,4.0,14,5,2008,24.5,124.5
7,7,24.76678452,125.2441406,32.85,23,7,2007,24.5,125.5
8,8,26.2453014,127.6679671,32.85,16,9,2009,26.5,127.5
9,9,26.24621556,127.6679134,32.85,16,9,2009,26.5,127.5
10,10,26.2478899,127.6679349,32.85,16,9,2009,26.5,127.5
11,11,26.25089211,127.6683426,4.0,16,9,2009,26.5,127.5
12,12,26.440547,127.777154,32.85,21,8,2013,26.5,127.5
13,13,26.44361111,127.7727778,32.85,11,7,2008,26.5,127.5
14,14,26.44424528,127.7726591,32.85,16,8,2009,26.5,127.5
15,15,26.50744671,127.8846359,4.0,21,6,2007,26.5,127.5
16,16,26.53263692,128.0747509,32.85,11,9,2016,26.5,128.5
17,17,30.45762645,130.4899406,32.85,4,11,2008,30.5,130.5
18,18,30.45770737,130.488786,75.0,24,8,2016,30.5,130.5
19,19,30.45781141,130.4893827,32.85,12,7,2008,30.5,130.5
20,20,30.45794089,130.4889429,75.0,22,8,2013,30.5,130.5
21,21,30.45810505,130.4888932,75.0,24,8,2016,30.5,130.5
22,22,30.45811661,130.4889295,75.0,19,8,2016,30.5,130.5
23,23,30.4581351,130.4889375,4.0,6,8,2016,30.5,130.5
24,24,32.76881853,132.638948,4.0,25,10,2008,32.5,132.5
25,25,32.7688907,132.6389265,32.85,28,8,2008,32.5,132.5
26,26,32.77352761,132.627039,32.85,29,8,2008,32.5,132.5
27,27,32.77356369,132.6266098,32.85,20,9,2010,32.5,132.5
28,28,32.77363586,132.6272106,32.85,25,10,2008,32.5,132.5
29,29,33.45321401,135.7498169,4.0,26,10,2008,33.5,135.5
30,30,33.45629326,135.7611465,4.0,25,10,2008,33.5,135.5
31,31,33.457081,135.760911,32.85,15,10,2007,33.5,135.5
32,32,33.481093,135.746373,4.0,15,9,2008,33.5,135.5
33,33,33.48214029,135.6952286,32.85,25,10,2008,33.5,135.5
34,34,33.48345496,135.6931794,4.0,3,7,2010,33.5,135.5
35,35,33.48348181,135.6932116,4.0,4,7,2010,33.5,135.5
36,36,33.49138357,135.6680739,32.85,5,9,2008,33.5,135.5
37,37,33.52106633,133.7537169,32.85,12,5,2011,33.5,133.5
38,38,33.52124522,133.7535775,32.85,11,9,2010,33.5,133.5
39,39,33.69006708,135.3314781,32.85,8,10,2010,33.5,135.5
40,40,33.6906027,135.3360057,32.85,28,8,2013,33.5,135.5
41,41,34.8218627,139.0778482,4.0,6,7,2008,34.5,139.5
42,42,34.82192435,139.077749,4.0,6,7,2008,34.5,139.5
43,43,34.82218858,139.0784597,4.0,6,7,2008,34.5,139.5
44,44,24.36609715,124.0002823,75.0,10,9,2016,24.5,124.5
45,45,24.43976611,124.0759256,32.85,28,4,2009,24.5,124.5
46,46,24.74811744,125.4427314,32.85,13,7,2009,24.5,125.5
47,47,26.3550359,127.1426725,32.85,22,9,2016,26.5,127.5
48,48,26.63211487,142.1668625,32.85,30,6,2007,26.5,142.5
49,49,30.40708062,130.433979,75.0,6,8,2008,30.5,130.5
50,50,30.77989336,130.2850628,32.85,5,11,2008,30.5,130.5
51,51,30.77989336,130.2850628,32.85,5,11,2008,30.5,130.5
52,52,34.33556936,139.2076778,4.0,8,8,2008,34.5,139.5
53,53,30.45666462,130.4981804,75.0,8,8,2008,30.5,130.5
54,54,26.23282381,127.3109436,75.0,8,9,2016,26.5,127.5
55,55,28.07292696,129.331516,32.85,15,8,2016,28.5,129.5
56,56,34.66012822,138.7877941,4.0,27,8,2008,34.5,138.5
57,57,34.66025177,138.7883949,32.85,8,8,2009,34.5,138.5
58,58,24.81358943,125.1446857,75.0,30,8,2016,24.5,125.5
59,59,24.8136425,125.1441801,32.85,16,8,2016,24.5,125.5
60,60,24.86141632,125.2838373,75.0,11,8,2013,24.5,125.5
61,61,24.93700156,125.2333447,75.0,13,6,2015,24.5,125.5
62,62,26.215765,127.646563,4.0,29,8,2009,26.5,127.5
63,63,26.3268836,127.7442169,32.85,1,5,2010,26.5,127.5
64,64,26.32688895,127.7450234,32.85,16,8,2016,26.5,127.5
65,65,26.32690764,127.7442947,75.0,14,8,2013,26.5,127.5
66,66,26.32708434,127.7448224,32.85,14,8,2013,26.5,127.5
67,67,26.32709035,127.7438816,75.0,20,8,2013,26.5,127.5
68,68,26.3323848,127.7423152,75.0,15,8,2013,26.5,127.5
69,69,26.33264538,127.7416044,75.0,21,8,2013,26.5,127.5
70,70,26.33264538,127.7416044,75.0,21,8,2013,26.5,127.5
71,71,26.36203445,127.7372485,75.0,18,8,2013,26.5,127.5
72,72,26.49561289,127.8388962,32.85,31,7,2016,26.5,127.5
73,73,26.55298473,127.9686642,4.0,25,10,2008,26.5,127.5
74,74,26.55322946,127.9695788,75.0,24,8,2013,26.5,127.5
75,75,26.71460206,128.0223942,32.85,15,7,2016,26.5,128.5
76,76,26.71460206,128.0223942,32.85,15,7,2016,26.5,128.5
77,77,26.71471946,128.0143744,32.85,1,10,2016,26.5,128.5
78,78,26.71550291,128.0182958,75.0,12,9,2016,26.5,128.5
79,79,26.84743702,128.2879584,32.85,8,9,2013,26.5,128.5
80,80,30.454542,130.498835,32.85,4,11,2008,30.5,130.5
81,81,32.77792072,132.7321172,75.0,10,9,2010,32.5,132.5
82,82,32.77836516,132.7325451,32.85,23,9,2016,32.5,132.5
83,83,32.7787506,132.7325919,32.85,1,9,2016,32.5,132.5
84,84,24.23115525,123.9934587,32.85,30,8,2016,24.5,123.5
85,85,24.235372,123.985949,4.0,30,3,2010,24.5,123.5
86,86,24.30939992,124.1032791,75.0,20,9,2016,24.5,124.5
87,87,24.30979102,124.1065407,32.85,30,8,2016,24.5,124.5
88,88,24.31237227,124.1044807,32.85,9,10,2016,24.5,124.5
89,89,24.31252871,124.1029358,75.0,2,10,2016,24.5,124.5
90,90,24.34711111,124.0825,4.0,19,8,2008,24.5,124.5
91,91,24.34776131,123.7370932,4.0,31,8,2008,24.5,123.5
92,92,24.34797244,124.0921555,75.0,15,7,2016,24.5,124.5
93,93,24.35818,124.08433,4.0,31,5,2009,24.5,124.5
94,94,24.36373593,124.0413094,75.0,8,9,2016,24.5,124.5
95,95,24.36615189,124.2519894,75.0,22,8,2016,24.5,124.5
96,96,24.37015622,123.9756918,4.0,8,6,2007,24.5,123.5
97,97,24.37915347,123.9383984,75.0,10,9,2016,24.5,123.5
98,98,24.38837808,124.116497,75.0,27,8,2016,24.5,124.5
99,99,24.39954833,124.0999746,75.0,30,8,2016,24.5,124.5
100,100,24.4041678,124.1128922,75.0,9,9,2016,24.5,124.5
101,101,24.41557894,124.1139221,75.0,31,8,2016,24.5,124.5
102,102,24.41620417,124.1123772,32.85,9,9,2016,24.5,124.5
103,103,24.41676,124.0792142,32.85,29,4,2009,24.5,124.5
104,104,24.41864257,124.0662003,75.0,30,8,2016,24.5,124.5
105,105,24.41995397,124.1139221,32.85,5,8,2016,24.5,124.5
106,106,24.42145605,124.0923786,75.0,1,9,2016,24.5,124.5
107,107,24.42339419,124.0999317,32.85,13,9,2016,24.5,124.5
108,108,24.42362864,124.0777445,32.85,20,8,2016,24.5,124.5
109,109,24.42425384,124.0769291,32.85,14,7,2010,24.5,124.5
110,110,24.42636386,124.0718651,32.85,30,9,2016,24.5,124.5
111,111,24.42714534,124.105854,32.85,22,9,2016,24.5,124.5
112,112,24.43669366,123.7763393,75.0,20,7,2016,24.5,123.5
113,113,24.449181,124.173982,32.85,30,6,2009,24.5,124.5
114,114,24.4496287,124.1757363,32.85,16,8,2013,24.5,124.5
115,115,24.45008452,124.1736616,32.85,27,7,2016,24.5,124.5
116,116,24.45039949,124.1732915,75.0,17,8,2016,24.5,124.5
117,117,24.45126174,124.1740626,4.0,16,8,2013,24.5,124.5
118,118,24.45163889,124.1831667,4.0,28,10,2008,24.5,124.5
119,119,24.45173996,124.1835576,32.85,1,8,2016,24.5,124.5
120,120,24.451759,124.075298,32.85,26,5,2009,24.5,124.5
121,121,24.45178879,124.1833524,32.85,25,7,2016,24.5,124.5
122,122,24.45212574,124.1838929,32.85,28,7,2016,24.5,124.5
123,123,24.452599,124.183917,32.85,13,8,2013,24.5,124.5
124,124,24.454318,124.079483,32.85,18,3,2010,24.5,124.5
125,125,24.455041,124.16379,4.0,20,8,2009,24.5,124.5
126,126,24.45522658,124.186492,32.85,27,8,2009,24.5,124.5
127,127,24.45530666,124.1845608,32.85,30,8,2016,24.5,124.5
128,128,24.45574419,124.1856551,4.0,8,5,2007,24.5,124.5
129,129,24.45606892,124.1863646,32.85,6,8,2016,24.5,124.5
130,130,24.45614949,124.1862009,75.0,7,8,2016,24.5,124.5
131,131,24.4562911,124.1860642,32.85,19,7,2016,24.5,124.5
132,132,24.45776579,124.164695,75.0,17,8,2016,24.5,124.5
133,133,24.45812714,124.1952038,32.85,13,7,2010,24.5,124.5
134,134,24.4582248,124.2052138,4.0,11,5,2008,24.5,124.5
135,135,24.45832568,124.2053962,4.0,17,9,2013,24.5,124.5
136,136,24.45910634,124.2053211,32.85,28,7,2010,24.5,124.5
137,137,24.46920833,124.2188222,4.0,30,8,2009,24.5,124.5
138,138,24.47101,124.10551,4.0,26,5,2009,24.5,124.5
139,139,24.47947396,124.2182279,32.85,29,10,2008,24.5,124.5
140,140,24.48611111,124.2863889,32.85,22,3,2010,24.5,124.5
141,141,24.49607238,124.2290372,75.0,18,8,2016,24.5,124.5
142,142,24.4975466,124.2284793,4.0,19,10,2008,24.5,124.5
143,143,24.60902002,124.326219,32.85,30,7,2016,24.5,124.5
144,144,24.60911756,124.3260795,32.85,20,7,2016,24.5,124.5
145,145,24.60931265,124.3253982,75.0,18,8,2016,24.5,124.5
146,146,24.6144043,124.3065262,32.85,24,8,2009,24.5,124.5
147,147,26.08729392,127.7101636,32.85,23,8,2013,26.5,127.5
148,148,26.08772753,127.7108958,32.85,19,8,2016,26.5,127.5
149,149,26.08828641,127.7122235,4.0,7,6,2008,26.5,127.5
150,150,26.08842131,127.707814,32.85,27,2,2010,26.5,127.5
151,151,26.08868282,127.7071702,32.85,24,8,2013,26.5,127.5
152,152,26.08943734,127.7085257,32.85,31,8,2016,26.5,127.5
153,153,26.22737276,127.3627853,4.0,20,7,2008,26.5,127.5
154,154,26.256242,127.6909161,4.0,18,4,2010,26.5,127.5
155,155,26.25762754,127.683717,4.0,30,7,2013,26.5,127.5
156,156,26.25766603,127.6819468,4.0,15,8,2008,26.5,127.5
157,157,26.25822409,127.6823866,32.85,30,7,2013,26.5,127.5
158,158,26.25842615,127.682054,32.85,30,7,2013,26.5,127.5
159,159,26.25947491,127.6922035,32.85,18,4,2010,26.5,127.5
160,160,26.27304059,127.7050996,32.85,22,8,2013,26.5,127.5
161,161,26.2756862,127.7014518,32.85,1,8,2016,26.5,127.5
162,162,26.27620569,127.7004433,75.0,22,8,2013,26.5,127.5
163,163,26.27625379,127.7018487,32.85,15,9,2016,26.5,127.5
164,164,26.28695099,127.7214289,75.0,15,8,2013,26.5,127.5
165,165,26.30341667,127.7209167,32.85,17,8,2010,26.5,127.5
166,166,26.32788367,126.7602539,75.0,1,9,2008,26.5,126.5
167,167,26.35146,127.74382,75.0,3,8,2013,26.5,127.5
168,168,26.360766,126.818898,32.85,2,8,2008,26.5,126.5
169,169,26.38148973,126.790123,32.85,5,5,2008,26.5,126.5
170,170,26.40626549,127.7149916,32.85,23,8,2016,26.5,127.5
171,171,26.42000614,127.7111721,4.0,15,6,2008,26.5,127.5
172,172,26.436316,127.713156,32.85,4,8,2016,26.5,127.5
173,173,26.43824602,127.7130765,32.85,31,1,2009,26.5,127.5
174,174,26.43887526,127.7122128,4.0,31,1,2009,26.5,127.5
175,175,26.44178125,127.7124301,32.85,14,8,2013,26.5,127.5
176,176,26.44476017,127.7695128,75.0,20,8,2013,26.5,127.5
177,177,26.50745631,127.8548527,75.0,21,6,2007,26.5,127.5
178,178,26.50763873,127.890569,32.85,24,8,2016,26.5,127.5
179,179,26.52808696,127.9242039,75.0,18,8,2013,26.5,127.5
180,180,26.5544051,128.1313938,32.85,16,9,2013,26.5,128.5
181,181,26.55904998,127.9632568,32.85,2,9,2008,26.5,127.5
182,182,26.59144375,127.9598343,32.85,24,8,2013,26.5,127.5
183,183,26.59963669,127.9385805,4.0,25,5,2008,26.5,127.5
184,184,26.60315736,127.9305285,32.85,15,8,2013,26.5,127.5
185,185,26.62939112,127.8589296,32.85,7,8,2013,26.5,127.5
186,186,26.64158993,127.8124309,75.0,1,8,2009,26.5,127.5
187,187,26.64283659,127.8120232,75.0,1,8,2009,26.5,127.5
188,188,26.64575,127.8544444,32.85,6,8,2013,26.5,127.5
189,189,26.65209022,127.8569824,32.85,24,8,2013,26.5,127.5
190,190,26.67210042,127.8826618,32.85,7,8,2013,26.5,127.5
191,191,26.70010114,127.8752321,32.85,22,8,2013,26.5,127.5
192,192,26.70354204,127.8793681,4.0,11,5,2007,26.5,127.5
193,193,26.70926866,127.8837749,4.0,23,8,2013,26.5,127.5
194,194,26.70989108,127.8813028,32.85,20,8,2016,26.5,127.5
195,195,27.04446833,142.1875906,32.85,15,8,2008,27.5,142.5
196,196,28.37203107,129.4036674,4.0,19,8,2013,28.5,129.5
197,197,28.46808768,129.6259689,32.85,2,7,2005,28.5,129.5
198,198,24.06621472,123.7620699,32.85,10,8,2016,24.5,123.5
199,199,24.0753053,123.7726593,32.85,3,8,2008,24.5,123.5
200,200,24.26307167,123.9955231,32.85,11,5,2009,24.5,123.5
201,201,24.28006382,123.7209892,32.85,23,9,2016,24.5,123.5
202,202,24.28647271,123.731761,4.0,22,11,2008,24.5,123.5
203,203,24.29693617,123.7252808,4.0,27,8,2008,24.5,123.5
204,204,24.31165556,124.0700528,4.0,19,8,2008,24.5,124.5
205,205,24.31260041,123.9155245,4.0,23,11,2008,24.5,123.5
206,206,24.32213889,124.1733611,4.0,2,3,2007,24.5,124.5
207,207,24.32273583,124.1664934,75.0,4,10,2016,24.5,124.5
208,208,24.32544977,124.163661,75.0,15,6,2015,24.5,124.5
209,209,24.33489727,124.23666,32.85,28,8,2016,24.5,124.5
210,210,24.34027,124.0748,4.0,23,5,2009,24.5,124.5
211,211,24.3416227,124.0742683,32.85,27,6,2009,24.5,124.5
212,212,24.34167744,124.08813,75.0,8,9,2016,24.5,124.5
213,213,24.34310851,124.2049885,75.0,19,9,2016,24.5,124.5
214,214,24.35932415,124.2554677,32.85,30,8,2013,24.5,124.5
215,215,24.36676955,124.2556286,32.85,9,8,2016,24.5,124.5
216,216,24.36705492,124.2507899,32.85,10,7,2016,24.5,124.5
217,217,24.40338617,123.8900757,32.85,10,9,2016,24.5,123.5
218,218,24.42947959,123.7931748,4.0,4,8,2016,24.5,123.5
219,219,24.4375794,123.7849936,75.0,6,8,2016,24.5,123.5
220,220,24.43886371,123.8079786,32.85,11,6,2009,24.5,123.5
221,221,24.44832162,124.0775299,32.85,4,8,2008,24.5,124.5
222,222,24.44886856,124.0774441,4.0,3,8,2008,24.5,124.5
223,223,24.44902483,123.8066483,32.85,5,8,2008,24.5,123.5
224,224,24.7185849,125.3426756,32.85,1,9,2016,24.5,125.5
225,225,24.7193513,125.3425241,32.85,28,8,2016,24.5,125.5
226,226,24.72608333,125.3729167,32.85,22,1,2013,24.5,125.5
227,227,24.72841667,125.4048056,32.85,22,1,2013,24.5,125.5
228,228,24.76090021,125.4250288,32.85,25,8,2013,24.5,125.5
229,229,24.76173806,125.426048,32.85,14,9,2009,24.5,125.5
230,230,24.76282531,125.427196,75.0,31,8,2016,24.5,125.5
231,231,24.76445421,125.4258335,32.85,19,8,2016,24.5,125.5
232,232,24.773467,125.394516,75.0,7,8,2013,24.5,125.5
233,233,24.813343,125.143008,32.85,6,8,2016,24.5,125.5
234,234,24.81945809,125.1409078,75.0,30,7,2016,24.5,125.5
235,235,24.92574992,125.275383,4.0,14,7,2009,24.5,125.5
236,236,24.92639303,125.2376591,32.85,20,8,2016,24.5,125.5
237,237,24.92647963,125.2379018,75.0,24,7,2016,24.5,125.5
238,238,24.93499259,125.2309442,4.0,5,7,2008,24.5,125.5
239,239,24.937542,125.245627,75.0,8,8,2013,24.5,125.5
240,240,24.9375882,125.2457178,75.0,18,8,2016,24.5,125.5
241,241,24.98563889,125.2768056,75.0,2,9,2016,24.5,125.5
242,242,24.98563889,125.2768056,75.0,2,9,2016,24.5,125.5
243,243,24.99191667,125.2793889,32.85,2,1,2013,24.5,125.5
244,244,25.00638889,125.2768056,75.0,2,9,2016,25.5,125.5
245,245,26.07900681,127.6632571,4.0,7,9,2013,26.5,127.5
246,246,26.08650378,127.7057648,32.85,2,12,2007,26.5,127.5
247,247,26.08700485,127.7073956,32.85,3,5,2010,26.5,127.5
248,248,26.10714206,127.7466416,32.85,20,10,2009,26.5,127.5
249,249,26.12797898,127.769022,32.85,20,9,2009,26.5,127.5
250,250,26.12939495,127.7986336,4.0,30,8,2008,26.5,127.5
251,251,26.14859068,127.8154671,32.85,12,10,2009,26.5,127.5
252,252,26.16368115,127.2362709,4.0,10,5,2008,26.5,127.5
253,253,26.16880395,127.3455119,32.85,29,8,2007,26.5,127.5
254,254,26.17477304,127.3401153,32.85,14,2,2009,26.5,127.5
255,255,26.17561956,127.2311318,4.0,25,10,2008,26.5,127.5
256,256,26.17577442,127.2310835,32.85,25,10,2008,26.5,127.5
257,257,26.19266245,127.2874045,4.0,18,8,2008,26.5,127.5
258,258,26.2010121,127.2887993,32.85,15,5,2007,26.5,127.5
259,259,26.20295342,127.2880912,32.85,30,7,2008,26.5,127.5
260,260,26.21474503,127.2917175,32.85,1,7,2004,26.5,127.5
261,261,26.21597706,127.2873831,4.0,10,5,2008,26.5,127.5
262,262,26.22079275,127.6657873,75.0,18,6,2015,26.5,127.5
263,263,26.25585712,127.4062157,4.0,3,8,2008,26.5,127.5
264,264,26.25672309,127.4027154,32.85,14,8,2013,26.5,127.5
265,265,26.27371402,127.96875,32.85,15,6,2009,26.5,127.5
266,266,26.30833333,127.8597222,32.85,6,5,2007,26.5,127.5
267,267,26.30834242,127.8600883,32.85,21,4,2010,26.5,127.5
268,268,26.30869943,127.8630924,32.85,6,9,2013,26.5,127.5
269,269,26.35535277,126.8536377,32.85,30,8,2013,26.5,126.5
270,270,26.44782836,127.7885056,32.85,19,7,2008,26.5,127.5
271,271,26.44817417,127.9047525,75.0,15,9,2009,26.5,127.5
272,272,26.49327478,127.8402025,75.0,31,7,2016,26.5,127.5
273,273,26.49494555,127.8398833,4.0,31,7,2016,26.5,127.5
274,274,26.50239648,127.8420103,32.85,4,8,2016,26.5,127.5
275,275,26.50365666,127.8435552,32.85,6,8,2016,26.5,127.5
276,276,26.50402871,127.8438234,4.0,22,8,2010,26.5,127.5
277,277,26.50416667,127.8438889,4.0,12,7,2008,26.5,127.5
278,278,26.50521446,127.8496921,32.85,9,9,2013,26.5,127.5
279,279,26.511675,128.06695,4.0,15,10,2008,26.5,128.5
280,280,26.52324884,127.8928542,75.0,21,8,2016,26.5,127.5
281,281,26.53787817,128.0800188,32.85,1,9,2013,26.5,128.5
282,282,26.63113663,127.8852475,32.85,15,8,2013,26.5,127.5
283,283,26.63585032,127.8656512,32.85,26,8,2016,26.5,127.5
284,284,26.63610446,127.8657532,32.85,8,8,2013,26.5,127.5
285,285,26.68046014,128.0192292,4.0,8,9,2013,26.5,128.5
286,286,26.6977097,128.0136341,32.85,11,8,2016,26.5,128.5
287,287,26.70417142,142.1350408,4.0,22,7,2009,26.5,142.5
288,288,26.70594028,127.8918624,75.0,30,7,2016,26.5,127.5
289,289,26.70727995,127.9401577,75.0,22,9,2016,26.5,127.5
290,290,26.73425634,127.7885324,32.85,28,6,2007,26.5,127.5
291,291,26.73457254,127.7890205,32.85,2,8,2008,26.5,127.5
292,292,26.77511123,128.2030517,75.0,25,8,2013,26.5,128.5
293,293,26.7793209,128.2110232,32.85,7,8,2013,26.5,128.5
294,294,27.10320126,142.2076321,32.85,10,8,2008,27.5,142.5
295,295,27.10488217,142.2050464,32.85,10,8,2008,27.5,142.5
296,296,27.86922194,128.8875461,75.0,11,9,2013,27.5,128.5
297,297,28.07064966,129.3275249,32.85,18,9,2013,28.5,129.5
298,298,28.11892469,129.3043613,32.85,12,9,2008,28.5,129.5
299,299,28.16617485,129.2701739,4.0,6,7,2008,28.5,129.5
300,300,28.17543418,129.2820722,4.0,6,7,2008,28.5,129.5
301,301,28.20432304,129.2715794,32.85,18,8,2016,28.5,129.5
302,302,28.40246157,129.4537067,75.0,28,8,2013,28.5,129.5
303,303,30.22110185,130.4296875,32.85,4,11,2008,30.5,130.5
304,304,30.30105669,130.6537324,75.0,4,8,2016,30.5,130.5
305,305,30.4693156,130.2314186,32.85,29,10,2008,30.5,130.5
306,306,30.81601652,130.4164876,75.0,1,9,2016,30.5,130.5
307,307,32.65859835,128.6600304,32.85,23,10,2013,32.5,128.5
308,308,32.6940624,129.7922337,4.0,15,6,2007,32.5,129.5
309,309,32.76576922,132.872772199999,32.85,5,10,2010,32.5,132.5
310,310,32.76702227,132.6299943,75.0,23,9,2016,32.5,132.5
311,311,32.79752019,132.7091467,75.0,26,9,2010,32.5,132.5
312,312,32.80286803,131.9653058,32.85,13,6,2010,32.5,131.5
313,313,33.043259,132.484946,4.0,2,8,2009,33.5,132.5
314,314,33.06759263,139.84231,4.0,25,10,2008,33.5,139.5
315,315,33.48273984,135.7540226,4.0,12,10,2008,33.5,135.5
316,316,33.63670319,134.4856167,32.85,11,10,2008,33.5,134.5
317,317,33.71918775,135.3246975,4.0,16,11,2008,33.5,135.5
318,318,33.72462521,135.3326797,4.0,26,10,2008,33.5,135.5
319,319,33.76905194,129.6546578,32.85,18,10,2013,33.5,129.5
320,320,33.80646671,129.6676397,32.85,18,10,2013,33.5,129.5
321,321,33.97639232,135.0700378,4.0,19,10,2008,33.5,135.5
322,322,34.01240007,136.2605953,32.85,17,7,2006,34.5,136.5
323,323,34.05452967,139.4805229,32.85,18,9,2013,34.5,139.5
324,324,34.05587366,139.4807482,32.85,18,9,2013,34.5,139.5
325,325,34.05606684,139.4805765,4.0,8,11,2008,34.5,139.5
326,326,34.09897374,139.4859624,4.0,9,11,2008,34.5,139.5
327,327,34.10562184,129.1740274,32.85,4,10,2013,34.5,129.5
328,328,34.2397987,139.1368032,4.0,13,8,2008,34.5,139.5
329,329,34.24009627,139.1368085,4.0,19,8,2013,34.5,139.5
330,330,34.3231654,129.2459965,75.0,5,10,2013,34.5,129.5
331,331,34.42362014,129.2664242,32.85,16,10,2013,34.5,129.5
332,332,34.60812739,138.8239717,32.85,7,7,2009,34.5,138.5
333,333,34.662723,138.785402,32.85,25,7,2008,34.5,138.5
334,334,34.78680965,139.4095248,4.0,3,8,2008,34.5,139.5
335,335,-18.571817,146.482983,75.0,15,3,1998,-18.5,146.5
336,336,-18.54635,146.48803,75.0,15,3,1998,-18.5,146.5
337,337,-18.54635,146.48803,75.0,15,3,1998,-18.5,146.5
338,338,-18.54628,146.48752,75.0,15,3,1998,-18.5,146.5
339,339,-18.274247,147.381736,5.0,15,3,1998,-18.5,147.5
340,340,-18.44701,146.98907,5.0,15,2,1998,-18.5,146.5
341,341,-18.4448,146.99328,5.0,15,2,1998,-18.5,146.5
342,342,-18.44432,146.99333,5.0,15,2,1998,-18.5,146.5
343,343,-20.25575,148.81215,5.0,15,3,1998,-20.5,148.5
344,344,-19.20112,146.8209,75.0,15,3,1998,-19.5,146.5
345,345,24.638,-82.862,75.0,15,8,1997,24.5,-82.5
346,346,25.012,-80.376,75.0,15,8,1997,25.5,-80.5
347,347,-18.83162,147.6345,5.0,15,1,1998,-18.5,147.5
348,348,-18.806,147.66862,5.0,15,1,1998,-18.5,147.5
349,349,-18.54628,146.48752,37.5,15,2,1998,-18.5,146.5
350,350,-19.17217,146.84843,75.0,15,3,1998,-19.5,146.5
351,351,-19.1715,146.8475,17.5,15,3,1998,-19.5,146.5
352,352,-18.65213,147.7217,5.0,15,3,1998,-18.5,147.5
353,353,-18.61158,146.48388,75.0,15,3,1998,-18.5,146.5
354,354,-18.57185,146.483333,75.0,15,3,1998,-18.5,146.5
355,355,-18.258945,147.38118,5.0,15,3,1998,-18.5,147.5
356,356,-18.25673,147.38104,5.0,15,3,1998,-18.5,147.5
357,357,-16.42667,145.995,5.0,15,3,1998,-16.5,145.5
358,358,-16.425,145.99333,5.0,15,3,1998,-16.5,145.5
359,359,-16.383361,145.562481,75.0,15,3,1998,-16.5,145.5
360,360,-23.43843,151.91818,5.0,15,3,1998,-23.5,151.5
361,361,-23.20148,150.9701,75.0,15,3,1998,-23.5,150.5
362,362,-11.44133,143.03355,5.0,15,3,1998,-11.5,143.5
363,363,-11.44087,143.03362,5.0,15,3,1998,-11.5,143.5
364,364,-3.988333333,39.75033333,75.0,15,4,1998,-3.5,39.5
365,365,-3.988333333,39.75033333,75.0,11,5,1998,-3.5,39.5
366,366,24.638,-82.862,75.0,15,8,1998,24.5,-82.5
367,367,25.012,-80.376,75.0,15,8,1998,25.5,-80.5
368,368,-18.54635,146.48803,5.0,15,2,2002,-18.5,146.5
369,369,-18.54635,146.48803,5.0,15,2,2002,-18.5,146.5
370,370,-18.54628,146.48752,5.0,15,2,2002,-18.5,146.5
371,371,-18.4448,146.99328,37.5,15,2,2002,-18.5,146.5
372,372,-18.44432,146.99333,37.5,15,2,2002,-18.5,146.5
373,373,-23.20148,150.9701,75.0,15,2,2002,-23.5,150.5
374,374,24.627,-81.11,17.5,15,8,2004,24.5,-81.5
375,375,24.456,-81.877,37.5,15,8,2005,24.5,-81.5
376,376,24.627,-81.11,75.0,15,8,2005,24.5,-81.5
377,377,25.012,-80.376,37.5,15,8,2005,25.5,-80.5
378,378,-23.43843,151.91818,5.0,25,2,2006,-23.5,151.5
379,379,-23.43843,151.91818,0.0,25,2,2007,-23.5,151.5
380,380,5.871,-162.1103333,0.0,15,8,2008,5.5,-162.5
381,381,5.8715,-162.107,0.0,15,8,2008,5.5,-162.5
382,382,5.881333333,-162.0420167,0.0,15,8,2008,5.5,-162.5
383,383,5.886183333,-162.1262833,0.0,15,8,2008,5.5,-162.5
384,384,5.869528333,-162.0751667,0.0,15,10,2008,5.5,-162.5
385,385,5.870928333,-162.0751667,0.0,15,10,2008,5.5,-162.5
386,386,5.871,-162.1103333,0.0,15,10,2008,5.5,-162.5
387,387,5.8715,-162.107,0.0,15,10,2008,5.5,-162.5
388,388,5.881333333,-162.0420167,0.0,15,10,2008,5.5,-162.5
389,389,5.886183333,-162.1262833,0.0,15,10,2008,5.5,-162.5
390,390,5.869333333,-162.1108333,0.0,15,7,2009,5.5,-162.5
391,391,5.869528333,-162.0751667,0.0,15,7,2009,5.5,-162.5
392,392,5.870928333,-162.0751667,0.0,15,7,2009,5.5,-162.5
393,393,5.871,-162.1103333,0.0,15,7,2009,5.5,-162.5
394,394,5.8715,-162.107,0.0,15,7,2009,5.5,-162.5
395,395,5.881333333,-162.0420167,5.0,15,7,2009,5.5,-162.5
396,396,5.886183333,-162.1262833,5.0,15,7,2009,5.5,-162.5
397,397,5.869333333,-162.1108333,17.5,15,10,2009,5.5,-162.5
398,398,5.869528333,-162.0751667,5.0,15,10,2009,5.5,-162.5
399,399,5.870928333,-162.0751667,17.5,15,10,2009,5.5,-162.5
